"draw","beta_0","sigma2_w","eta","rho"
1,0.0228104549418483,0.0149165238005616,0.470025928857803,0.629795572252969
2,0.0224085647711987,0.0150034778834637,0.395175606368605,0.642077570453017
3,0.0161165582918807,0.0137702827445587,0.421276542478698,0.676696267535123
4,0.0180434343124093,0.0111355743495481,0.404603144003712,0.566617636449878
5,0.015390908538447,0.00970492438906268,0.276856083617656,0.582286315164329
6,0.0187923683588947,0.0100376542062947,0.219742007190092,0.467719983397754
7,0.0200790211365023,0.0136977468891652,0.217954842339466,0.61067058567763
8,0.0250048981566961,0.0143062665655284,0.251063398522041,0.684140724189687
9,0.0280353687825803,0.0141242883020191,0.265736278042854,0.669674397113647
10,0.0203483334227617,0.0225938708366828,0.258723510032159,0.708507832528377
11,0.0167126093183288,0.0194870617997624,0.392947294375257,0.712402990354067
12,0.0166180771864481,0.0178639540953921,0.483402864489993,0.783465409920982
13,0.0232777868690225,0.0162457371655832,0.404528357042331,0.650948702650056
14,0.0175434257460986,0.0226773459660548,0.439083368827438,0.813561213266242
15,0.0163273704627241,0.0243555223646415,0.389391441097548,0.782441046718846
16,0.0217339756275943,0.0284992666168306,0.387149870219413,0.794742857839053
17,0.0202348260310408,0.0261325256708676,0.373946114517341,0.802201970369474
18,0.00885104775153557,0.0180163637345849,0.523999658838858,0.794299355405173
19,0.0184864915800341,0.0239445785365068,0.483965821884239,0.816341824000062
20,0.0153084085277025,0.0256983205641616,0.485443147849797,0.813810487436608
21,0.0162349682828303,0.0249347217582766,0.395140830215036,0.809765555182854
22,0.0150256729843726,0.0274259173590852,0.431291582927144,0.800956931037111
23,0.0160476696464527,0.0235535195861233,0.458758270873234,0.773791732201101
24,0.0227232762871168,0.0269619111726984,0.466592569653043,0.753915421632919
25,0.0205981468594341,0.0364421186193586,0.504088304382044,0.838649114745644
26,0.0212575437703165,0.0237282003095135,0.507423339930726,0.779140236661834
27,0.016472169873007,0.0231125010033431,0.488002418110019,0.764239614601254
28,0.0164765897366731,0.0238671134076287,0.360827725300553,0.758841070267787
29,0.0207675779857698,0.0210384334629119,0.44979078073633,0.829502229553911
30,0.0228186847525136,0.0207505155839795,0.469535988439714,0.706321811893051
31,0.0177689678927971,0.0193063315667081,0.442862681587562,0.578503200184122
32,0.0208524179513997,0.0112679660212003,0.508069419681903,0.557342893629457
33,0.0249959195079749,0.0127290734437272,0.453521348599464,0.591820228271794
34,0.0186189230599285,0.0112806318782865,0.394978550345743,0.479053712266167
35,0.0153874193363461,0.00906516537124306,0.380678295464443,0.456964019413368
36,0.0220067012711847,0.0168285851050308,0.4368022594006,0.660677334607088
37,0.0248904816802964,0.0172111969644786,0.419826610405012,0.66893285786731
38,0.0218795372677153,0.0166798863468094,0.408232163563142,0.649869638731813
39,0.0251947897627811,0.0143746642302177,0.42138995650613,0.576515107478615
40,0.0111451240936975,0.0143970615035815,0.431158992308841,0.654870300996736
41,0.0155988611544847,0.0192469821094375,0.434362420413402,0.693485470617382
42,0.0197203409651633,0.0155925037829192,0.446975908945147,0.728214173012015
43,0.0182762140225933,0.0151318691588708,0.46054577654973,0.720804602472474
44,0.0137331776056808,0.0150494251907453,0.438280210935417,0.668335860021386
45,0.0261693562537421,0.0141152005921505,0.460470442442835,0.668811658092196
46,0.014132045480576,0.0128355471018244,0.410314366121784,0.603079124038432
47,0.0193537996385546,0.0235471310231291,0.416794951852134,0.782916323228871
48,0.0184985568103481,0.0319336290209117,0.427309789787299,0.782173413978639
49,0.0255409662530301,0.0162735121138948,0.406669620231515,0.718517267774648
50,0.0140978718514586,0.0210788099661145,0.422181050862445,0.730136269044469
51,0.0130870416737444,0.0155566108561852,0.463597654856884,0.675485929645137
52,0.0144309363531211,0.0132301590039706,0.394756493225306,0.53211533320715
53,0.0234845119365189,0.0174642950408453,0.284460776157402,0.68066321701963
54,0.0242687262059825,0.0108078837574696,0.244526288702756,0.508107691625928
55,0.0142430407922552,0.00949257387969077,0.265528988171506,0.463851918335435
56,0.0150871993357219,0.0111380203076767,0.262520741003039,0.547940342984379
57,0.0202930909568627,0.0146796997865799,0.260147635795274,0.676730956706971
58,0.0287485074499982,0.0130325305375487,0.209408001554255,0.601660355616185
59,0.016482259500021,0.013686240593877,0.249753833296201,0.597954357157838
60,0.0264076945713547,0.013616294452556,0.244159118870145,0.608277144414881
61,0.0231226540895904,0.0122851585769733,0.260556479302662,0.548781357580515
62,0.0211087780394417,0.0102220892515427,0.213991348971824,0.539793554172715
63,0.0221534090977718,0.0120538841100313,0.266420670549327,0.646114891849007
64,0.0146165214710253,0.0139188817729098,0.265668342035933,0.59038491283212
