display_id,area_id,area_name,observed,expected,risk_ratio,covariate,crude_log_risk,degree
G001,s02000260,Auchinairn,107.0,106.4566068,1.00510436333013,22.0,0.009753393335006244,6.0
G002,s02000261,Woodhill East,23.0,50.97354049,0.45121448851511786,7.0,-0.7743062630221336,4.0
G003,s02000262,Woodhill West,53.0,104.4923634,0.5072140994372417,6.0,-0.6694323373206514,5.0
G004,s02000263,Westerton East,40.0,90.35747009,0.4426861438258314,5.0,-0.8024717189767183,7.0
G005,s02000264,Bishopbriggs West and Cadder,60.0,140.1654628,0.4280655077321944,7.0,-0.8401802368483828,9.0
G006,s02000265,Westerton West,25.0,63.93549233,0.39101912081889806,6.0,-0.9191961905461494,5.0
G007,s02000266,Kessington East,42.0,69.06125309,0.6081557765143065,3.5,-0.4854897608132811,5.0
G008,s02000267,Lenzie South,27.0,78.68850397,0.34312508991521495,3.5,-1.051311066002194,5.0
G009,s02000268,Bishopbriggs North and Kenmure,77.0,149.9873281,0.5133767030549562,6.0,-0.6602728748350408,4.0
G010,s02000269,Kessington West,38.0,94.52943863,0.40199117386845734,3.0,-0.898253064587891,7.0
G011,s02000270,Lenzie North,79.0,136.9556776,0.5768289521426894,8.0,-0.5439003306556929,7.0
G012,s02000271,South Castlehill and Thorn,33.0,99.62981499,0.33122614955485224,3.0,-1.0899160282532283,11.0
G013,s02000272,Kilmardinny West,43.0,101.9237242,0.4218841132180686,3.5,-0.8514637934854914,4.0
G014,s02000273,Kilmardinny East,25.0,74.70953435,0.3346293109374734,3.0,-1.074929267037208,4.0
G015,s02000274,Rosebank and Waterside,37.0,71.90508591,0.5145672177669192,5.5,-0.6510060651321425,7.0
G016,s02000275,Kirkintilloch South,43.0,69.60728522,0.6177514302431806,12.5,-0.47010829646908014,5.0
G017,s02000276,North Castlehill and Thorn,42.0,108.9552769,0.3854792644742478,3.0,-0.9414334184314654,6.0
G018,s02000277,Hillhead,87.0,82.24304631,1.0578401932252064,26.0,0.061959950635542604,5.0
G019,s02000278,Torrance and Balmore,31.0,61.91481683,0.5006879061778854,8.0,-0.6757719724203746,6.0
G020,s02000279,Keystone and Dougalston,74.0,116.9056586,0.6329890348010921,5.0,-0.45056814739576634,10.0
