"index","area_id","observed","expected","covariate_raw","covariate_std","fitted_values","risk_dagarbayes"
1,"S02000260",107,106.4566068,22,-0.00837758900203998,104.515918270919,0.981770144780896
2,"S02000261",23,50.97354049,7,-1.1309745152754,25.370778616309,0.497724473764702
3,"S02000262",53,104.4923634,6,-1.20581431036029,54.0856807943496,0.517604148614267
4,"S02000263",40,90.35747009,5,-1.28065410544518,45.6466768765697,0.50517878412381
5,"S02000264",60,140.1654628,7,-1.1309745152754,65.4861467186179,0.467206010742169
6,"S02000265",25,63.93549233,6,-1.20581431036029,26.4485517785958,0.413675578535985
7,"S02000266",42,69.06125309,3.5,-1.39291379807251,41.6523121700027,0.60312129169915
8,"S02000267",27,78.68850397,3.5,-1.39291379807251,37.6487247555209,0.478452669145604
9,"S02000268",77,149.9873281,6,-1.20581431036029,79.5433086986295,0.530333526880325
10,"S02000269",38,94.52943863,3,-1.43033369561496,41.5967700480258,0.440040379493215
11,"S02000270",79,136.9556776,8,-1.0561347201905,77.5509418496919,0.566248462339701
12,"S02000271",33,99.62981499,3,-1.43033369561496,39.1770934011399,0.393226599939709
13,"S02000272",43,101.9237242,3.5,-1.39291379807251,42.6329059112502,0.418282458239004
14,"S02000273",25,74.70953435,3,-1.43033369561496,29.5427285640414,0.395434516103919
15,"S02000274",37,71.90508591,5.5,-1.24323420790273,38.2388631561051,0.531796362832621
16,"S02000275",43,69.60728522,12.5,-0.719355642308498,40.7511258924431,0.585443402420387
17,"S02000276",42,108.9552769,3,-1.43033369561496,43.7715117417238,0.401738336931561
18,"S02000277",87,82.24304631,26,0.290981591337521,82.4671425783749,1.00272480505562
19,"S02000278",31,61.91481683,8,-1.0561347201905,33.8610369669861,0.546897151613299
20,"S02000279",74,116.9056586,5,-1.28065410544518,64.1996210976528,0.549157516124312
21,"S02000280",71,82.72945886,18,-0.307736769341601,72.1730827789292,0.87239882592566
22,"S02000281",84,98.54936522,17,-0.382576564426492,76.111170938584,0.772315182027552
23,"S02000282",43,87.81100992,4,-1.35549390053007,45.2442256303633,0.51524547629714
24,"S02000283",37,58.80445096,17.5,-0.345156666884047,42.585304530185,0.724185054616911
25,"S02000284",54,75.45745849,15.5,-0.494836257053827,52.717239109287,0.698635233205918
26,"S02000285",23,63.04681134,3.5,-1.39291379807251,26.3305644746862,0.417635149423978
27,"S02000286",58,91.86182378,9,-0.981294925105615,61.7690064878223,0.672412150620403
28,"S02000287",81,106.6323898,7,-1.1309745152754,75.3170549597899,0.706324364492391
29,"S02000611",83,88.69325208,18,-0.307736769341601,83.6589593589332,0.943239281422154
30,"S02000613",85,69.41011117,22,-0.00837758900203998,80.2325508225564,1.15592021782028
31,"S02000618",105,105.1294433,15,-0.532256154596272,96.039197180803,0.913532823594844
32,"S02000619",110,81.05837468,48,1.93745708320511,106.958907716119,1.31952939024954
33,"S02000620",123,116.8045139,37.5,1.15163923481376,123.207685431315,1.05481955549078
34,"S02000623",37,87.85767447,8,-1.0561347201905,41.8316484161752,0.476129702595976
35,"S02000626",90,89.41669071,26,0.290981591337521,88.1858503574581,0.98623478074654
36,"S02000629",55,59.48863379,37,1.11421933727132,59.8309892872476,1.00575497326861
37,"S02000630",106,69.54993903,31,0.665180566761973,98.465871001044,1.41575783349819
38,"S02000632",128,103.1370333,35,0.964539747101535,127.760328796107,1.23874349211193
39,"S02000633",172,105.3163455,53,2.31165605862956,169.864938821132,1.6129019480754
40,"S02000635",168,122.1077495,35,0.964539747101535,160.263953074853,1.31247978716415
41,"S02000636",41,97.55096565,8,-1.0561347201905,46.9703484929409,0.481495474493449
42,"S02000640",125,125.9481046,34,0.889699952016644,127.9532588532,1.01592047978465
43,"S02000643",107,74.66200673,46,1.78777749303533,106.588027136175,1.42760731735525
44,"S02000645",47,84.86335508,8,-1.0561347201905,49.9372750914931,0.588443328035024
45,"S02000646",85,91.2947738,44,1.63809790286555,90.5040364325477,0.991338634901658
46,"S02000647",68,70.3844261,36,1.03937954218642,71.9133959799695,1.02172312775268
47,"S02000648",141,99.98750336,38,1.18905913235621,136.187929016095,1.36204950058366
48,"S02000650",56,72.4372567,15,-0.532256154596272,56.9425313702928,0.786094531521551
49,"S02000651",58,66.24486715,15.5,-0.494836257053827,55.4253541143714,0.836673941678685
50,"S02000652",91,65.59669526,51.5,2.19939636600223,87.3729274908289,1.33197148338825
51,"S02000653",83,62.16932035,34.5,0.927119849559089,77.7702098309526,1.25094193394946
52,"S02000654",174,140.627722,41.5,1.45099841515332,173.097029436002,1.23088838370006
53,"S02000655",53,70.74429283,15,-0.532256154596272,55.1016296653119,0.77888445076018
54,"S02000657",97,97.64208151,29.5,0.552920874134638,99.2125897170862,1.01608433764212
55,"S02000658",139,180.1595854,17,-0.382576564426492,142.612430024407,0.791589466126772
56,"S02000659",116,132.6875095,20,-0.158057179171821,114.752426717412,0.864832169582715
57,"S02000661",63,97.5467092,10,-0.906455130020724,65.9341034300443,0.675923400910016
58,"S02000662",76,57.00895043,44,1.63809790286555,75.535426949233,1.324974874638
59,"S02000663",153,117.6640757,38,1.18905913235621,149.101118124136,1.26717621531562
60,"S02000664",67,102.2691135,17,-0.382576564426492,67.0779215955068,0.655896187029203
61,"S02000665",76,88.98627122,16,-0.457416359511382,69.0183531584201,0.775606756100462
62,"S02000666",139,129.3541976,33.5,0.852280054474199,135.464369440756,1.04723597652123
63,"S02000667",114,127.5835446,29,0.515500976592193,120.102901755587,0.941366710982466
64,"S02000668",52,55.78524076,16,-0.457416359511382,45.9745432010816,0.824134530473282
65,"S02000669",89,75.24226171,27.5,0.403241283964857,81.4953301098786,1.08310580062013
66,"S02000670",72,61.39559465,25,0.216141796252631,65.2841865727897,1.06333666030857
67,"S02000671",58,74.4028976,20.5,-0.120637281629376,57.2602501638152,0.769597045422263
68,"S02000672",37,83.47375548,9,-0.981294925105615,42.4405866094944,0.50843030082267
69,"S02000673",65,61.50139743,39.5,1.30131882498354,64.9736170441362,1.05645757266066
70,"S02000674",97,74.22580837,22,-0.00837758900203998,91.9994964890893,1.23945428833178
71,"S02000675",78,102.7731478,22,-0.00837758900203998,81.3243952688489,0.791300033225692
72,"S02000676",74,82.36911476,34,0.889699952016644,75.9208250338578,0.921714713762183
73,"S02000677",45,78.61215867,6,-1.20581431036029,41.1735712896194,0.523755764836058
74,"S02000678",89,75.03754421,39,1.2638989274411,86.0093442551416,1.14621747234206
75,"S02000679",41,84.51764107,7,-1.1309745152754,44.0357145800255,0.521023942724026
76,"S02000680",65,85.06878547,26,0.290981591337521,71.4634072471492,0.840066151789027
77,"S02000681",25,78.47937834,7,-1.1309745152754,31.7647175998613,0.404752411037782
78,"S02000682",26,62.23790559,9,-0.981294925105615,34.1801745094179,0.549185808638615
79,"S02000683",33,60.5430263,8,-1.0561347201905,30.8114917241862,0.50891892274282
80,"S02000684",106,71.73843154,34,0.889699952016644,97.9204252377254,1.36496467981917
81,"S02000685",121,87.8257959,44,1.63809790286555,116.199313039746,1.32306586975941
82,"S02000686",84,95.53690317,8,-1.0561347201905,79.5846073247923,0.833024775600881
83,"S02000687",70,74.68039888,29.5,0.552920874134638,73.36834162418,0.98243103578051
84,"S02000688",90,120.0659289,21,-0.0832173840869303,90.8736777955118,0.756864821086741
85,"S02000689",71,136.7435967,4,-1.35549390053007,73.2633093839458,0.535771408329102
86,"S02000690",54,123.5241458,6.5,-1.16839441281784,57.2241084335565,0.4632625310861
87,"S02000691",144,115.1570183,38,1.18905913235621,138.081950766521,1.1990754259267
88,"S02000692",145,132.6230478,35,0.964539747101535,146.638548737621,1.10567922521851
89,"S02000693",69,94.86851579,46,1.78777749303533,72.9696473318796,0.769166110845504
90,"S02000694",69,92.55372038,39,1.2638989274411,77.5655456678307,0.838059727360154
91,"S02000695",37,113.6256883,9,-0.981294925105615,42.448579314306,0.373582593420523
92,"S02000696",60,73.41191634,35,0.964539747101535,65.8739047080102,0.897318963898473
93,"S02000697",93,86.93644242,29,0.515500976592193,93.3469864568996,1.0737382834914
94,"S02000698",81,85.09835924,25,0.216141796252631,80.3110333018539,0.943743616435135
95,"S02000699",87,93.4632044,27,0.365821386422412,91.7718428788699,0.981903450325847
96,"S02000700",55,47.65304501,40,1.33873872252599,52.7036823750485,1.1059877152444
97,"S02000701",105,88.29383718,38,1.18905913235621,105.770039617675,1.19793230191193
98,"S02000702",61,86.25652691,9,-0.981294925105615,53.7983292229162,0.623701546423836
99,"S02000703",70,62.87341343,27,0.365821386422412,68.4916973817894,1.08935865965102
100,"S02000704",104,71.2339661,34,0.889699952016644,96.2558228312984,1.35126300136331
101,"S02000705",148,139.8972358,22,-0.00837758900203998,146.763999072428,1.04908433846574
102,"S02000706",103,93.08000755,28,0.440661181507302,100.788639126245,1.08281726419182
103,"S02000707",110,86.82163237,25.5,0.253561693795076,101.43959659969,1.16836776539047
104,"S02000708",85,78.1001706,36,1.03937954218642,84.2560681115782,1.07882053860172
105,"S02000709",129,127.6956202,29,0.515500976592193,129.795134371387,1.01644155193498
106,"S02000710",80,89.52005117,25.5,0.253561693795076,85.1849263461542,0.95157370033655
107,"S02000711",55,67.11866384,16,-0.457416359511382,58.5947708570707,0.873002641958891
108,"S02000712",88,74.70588321,47,1.86261728812022,88.9397570536011,1.19053216737415
109,"S02000713",85,74.5575401,22,-0.00837758900203998,83.1329710976011,1.11501762244435
